Date,Year,Hardware Weighted Ave Energy Efficiency (J/GH),1 Month MA of Efficiency (J/GH),HR (GH/s),Energy-In (W),Price ($),Circulating BTC (Stock),Flow,S2F,SF Model ($),Supply Growth Rate (1/s),Energy Value ($),Energy Value Residuals,Barssince,Est. Energy Efficiency (2015-),Est. Energy Value,Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2017,2017,0.166,0.2409577758,3546669948,854597702.1,"1,001.20","  16,163,675 ","  941,925 ",16.09860127,"1,668.88",0.00000020%,868.33,17654.95674,2965,,,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2017,2017,0.166,0.2375324606,3546669948,842449239.5,"1,001.20","  16,163,675 ","  941,925 ",16.09860127,"1,668.88",0.00000020%,855.98,21087.57087,2966,,,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2017,2017,0.166,0.2341071453,3168918119,741866374.7,"1,035.20","  16,169,188 ","  947,438 ",16.01075269,"1,641.71",0.00000020%,749.67,81526.1318,2967,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2017,2017,0.166,0.2306818301,3168918119,731011831.1,"1,035.20","  16,169,188 ","  935,513 ",16.21484213,"1,705.29",0.00000020%,748.12,82415.09633,2968,,,38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2017,2017,0.166,0.2272565149,3168918119,720157287.6,"1,035.20","  16,169,188 ","  935,513 ",16.21484213,"1,705.29",0.00000020%,737.01,88916.60124,2969,,,40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2017,2017,0.166,0.2238311996,3242870593,725855615,"1,050.87","  16,174,600 ","  940,925 ",16.12732152,"1,677.83",0.00000020%,738.83,97366.91653,2970,,,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2017,2017,0.166,0.2204058844,3242870593,714747761,"1,050.87","  16,174,600 ","  931,150 ",16.29662246,"1,731.22",0.00000019%,735.16,99670.13029,2971,,,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2017,2017,0.166,0.2169805692,3242870593,703639906.9,"1,050.87","  16,174,600 ","  931,150 ",16.29662246,"1,731.22",0.00000019%,723.74,107014.6327,2972,,,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2017,2017,0.166,0.2135552539,3286693168,701890594.2,"1,130.01","  16,179,925 ","  936,475 ",16.20964254,"1,703.65",0.00000020%,718.09,169680.8867,2973,,,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2017,2017,0.166,0.2101299387,3286693168,690632634,"1,130.01","  16,179,925 ","  926,025 ",16.392565,"1,761.98",0.00000019%,714.54,172613.3696,2974,,,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2017,2017,0.166,0.2067046234,3286693168,679374673.8,"1,130.01","  16,179,925 ","  926,025 ",16.392565,"1,761.98",0.00000019%,702.89,182427.533,2975,,,61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2017,2017,0.166,0.2032793082,3900209227,792831833.5,"1,150.37","  16,186,275 ","  932,375 ",16.28773294,"1,728.39",0.00000019%,815.03,112450.2884,2976,,,41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2017,2017,0.166,0.199853993,3900209227,779472387.4,"1,150.37","  16,186,275 ","  922,000 ",16.4710141,"1,787.40",0.00000019%,810.32,115635.9331,2977,,,42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2017,2017,0.166,0.1964286777,3900209227,766112941.3,"1,150.37","  16,186,275 ","  922,000 ",16.4710141,"1,787.40",0.00000019%,796.43,125274.1862,2978,,,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2017,2017,0.166,0.1930033625,3155225442,608969119.7,"1,190.89","  16,191,788 ","  927,513 ",16.37906497,"1,757.63",0.00000019%,629.53,315121.9447,2979,,,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2017,2017,0.14,0.1887113806,3155225442,595426949.2,"1,190.89","  16,191,788 ","  917,063 ",16.56570572,"1,818.40",0.00000019%,622.55,323013.3628,2980,,,91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2017,2017,0.14,0.1844193987,3155225442,581884778.7,"1,190.89","  16,191,788 ","  917,063 ",16.56570572,"1,818.40",0.00000019%,608.39,339308.1519,2981,,,96%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2017,2017,0.14,0.1820025219,3069265850,558614125,"1,287.00","  16,197,288 ","  922,563 ",16.47290834,"1,788.01",0.00000019%,580.79,498738.1787,2982,,,122%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2017,2017,0.14,0.1795856451,3069265850,551196087.5,"1,287.00","  16,197,288 ","  911,313 ",16.67626363,"1,855.05",0.00000019%,580.15,499639.6712,2983,,,122%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2017,2017,0.14,0.1771687682,3069265850,543778050,"1,287.00","  16,197,288 ","  911,313 ",16.67626363,"1,855.05",0.00000019%,572.34,510738.3718,2984,0.2715083299,8.8E+02,125%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2017,2017,0.14,0.1747518914,3504460261,612411059,"1,279.50","  16,202,813 ","  916,838 ",16.58179612,"1,823.71",0.00000019%,640.93,407775.493,2985,0.2710667307,9.9E+02,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2017,2017,0.14,0.1723350146,3504460261,603941210.2,"1,279.50","  16,202,813 ","  905,488 ",16.7896437,"1,893.15",0.00000019%,639.99,408978.8462,2986,0.2706258498,1.0E+03,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2017,2017,0.14,0.1699181378,3504460261,595471361.5,"1,279.50","  16,202,813 ","  905,488 ",16.7896437,"1,893.15",0.00000019%,631.01,420539.1289,2987,0.2701856859,1.0E+03,103%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2017,2017,0.14,0.1675012609,3573175168,598511346.3,"1,192.09","  16,208,388 ","  911,063 ",16.69302326,"1,860.65",0.00000019%,630.58,315291.5936,2988,0.2697462379,1.0E+03,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2017,2017,0.14,0.1650843841,3573175168,589875422,"1,192.09","  16,208,388 ","  899,338 ",16.91065646,"1,934.38",0.00000019%,629.59,316411.2907,2989,0.2693075047,1.0E+03,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2017,2017,0.14,0.1626675073,3573175168,581239497.8,"1,192.09","  16,208,388 ","  899,338 ",16.91065646,"1,934.38",0.00000019%,620.37,326865.783,2990,0.2688694851,1.0E+03,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2017,2017,0.14,0.1602506305,3321220509,532227680.5,"1,227.68","  16,214,000 ","  904,950 ",16.81197856,"1,900.71",0.00000019%,564.74,439486.5148,2991,0.2684321779,9.5E+02,117%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2017,2017,0.14,0.1578337536,3321220509,524200699.6,"1,227.68","  16,214,000 ","  894,100 ",17.01599374,"1,970.75",0.00000019%,562.97,441833.1395,2992,0.2679955819,9.6E+02,118%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2017,2017,0.14,0.1554168768,3321220509,516173718.8,"1,227.68","  16,214,000 ","  894,100 ",17.01599374,"1,970.75",0.00000019%,554.35,453367.9321,2993,0.2675596961,9.5E+02,121%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2017,2017,0.14,0.153,3504460261,536182420,"1,257.00","  16,219,638 ","  899,738 ",16.91564206,"1,936.09",0.00000019%,572.45,468613.2856,2994,0.2671245192,1.0E+03,120%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2017,2017,0.14,0.1521333333,3504460261,533145221.1,"1,257.00","  16,219,638 ","  888,663 ",17.12645408,"2,009.38",0.00000019%,576.30,463355.528,2995,0.2666900502,1.0E+03,118%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2017,2017,0.14,0.1512666667,3504460261,530108022.2,"1,257.00","  16,219,638 ","  888,663 ",17.12645408,"2,009.38",0.00000019%,573.01,467835.8359,2996,0.2662562877,1.0E+03,119%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/19/2017,2017,0.14,0.1504,3925474045,590391296.4,967.69,"  16,225,588 ","  894,613 ",17.01919826,"1,971.87",0.00000019%,634.18,111228.4672,2997,0.2658232308,1.1E+03,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2017,2017,0.14,0.1495333333,3925474045,586989218.9,967.69,"  16,225,588 ","  884,313 ",17.21742879,"2,041.57",0.00000018%,637.87,108781.0329,2998,0.2653908783,1.1E+03,52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2017,2017,0.14,0.1486666667,3925474045,583587141.4,967.69,"  16,225,588 ","  884,313 ",17.21742879,"2,041.57",0.00000018%,634.17,111233.3706,2999,0.2649592289,1.1E+03,53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2017,2017,0.14,0.1478,3807236875,562709610.2,"1,113.00","  16,231,050 ","  889,775 ",17.11786688,"2,006.36",0.00000019%,607.95,255075.3939,3000,0.2645282816,1.1E+03,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2017,2017,0.14,0.1469333333,3807236875,559410004.9,"1,113.00","  16,231,050 ","  878,500 ",17.33756403,"2,084.61",0.00000018%,612.14,250858.6064,3001,0.2640980352,1.1E+03,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2017,2017,0.14,0.1460666667,3807236875,556110399.6,"1,113.00","  16,231,050 ","  878,500 ",17.33756403,"2,084.61",0.00000018%,608.53,254488.4767,3002,0.2636684886,1.1E+03,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2017,2017,0.14,0.1452,3145108723,456669786.6,927.93,"  16,236,763 ","  884,213 ",17.23201436,"2,046.77",0.00000018%,496.67,185980.8851,3003,0.2632396407,9.0E+02,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/26/2017,2017,0.14,0.1443333333,3145108723,453944025.7,927.93,"  16,236,763 ","  873,088 ",17.45158704,"2,126.01",0.00000018%,500.00,183122.9115,3004,0.2628114902,9.1E+02,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2017,2017,0.14,0.1434666667,3145108723,451218264.8,927.93,"  16,236,763 ","  873,088 ",17.45158704,"2,126.01",0.00000018%,497.00,185701.4808,3005,0.2623840361,9.1E+02,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2017,2017,0.14,0.1426,3665352271,522679233.9,"1,041.04","  16,242,425 ","  878,750 ",17.3455761,"2,087.50",0.00000018%,572.21,219798.4877,3006,0.2619572773,1.1E+03,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2017,2017,0.14,0.1417333333,3665352271,519502595.2,"1,041.04","  16,242,425 ","  866,975 ",17.58115863,"2,173.71",0.00000018%,576.46,215834.5774,3007,0.2615312126,1.1E+03,81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2017,2017,0.14,0.1408666667,3665352271,516325956.6,"1,041.04","  16,242,425 ","  866,975 ",17.58115863,"2,173.71",0.00000018%,572.94,219122.2172,3008,0.2611058408,1.1E+03,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2017,2017,0.14,0.14,3352999966,469419995.3,"1,034.74","  16,247,888 ","  872,438 ",17.47734078,"2,135.43",0.00000018%,517.81,267216.0472,3009,0.2606811609,9.6E+02,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2017,2017,0.14,0.14,3352999966,469419995.3,"1,034.74","  16,247,888 ","  862,138 ",17.68614345,"2,212.89",0.00000018%,524.00,260858.5474,3010,0.2602571718,9.7E+02,97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2017,2017,0.1416666667,0.1400555556,3352999966,469606273.1,"1,034.74","  16,247,888 ","  862,138 ",17.68614345,"2,212.89",0.00000018%,524.20,260646.1876,3011,0.2598338722,9.7E+02,97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2017,2017,0.1416666667,0.1401111111,4371318475,612470288.5,"1,079.99","  16,253,713 ","  867,963 ",17.57416075,"2,171.12",0.00000018%,679.35,160512.4057,3012,0.2594112611,1.3E+03,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2017,2017,0.1416666667,0.1401666667,4371318475,612713139.5,"1,079.99","  16,253,713 ","  856,463 ",17.81013471,"2,259.76",0.00000018%,688.74,153072.7718,3013,0.2589893374,1.3E+03,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2017,2017,0.1416666667,0.1402222222,4371318475,612955990.6,"1,079.99","  16,253,713 ","  856,463 ",17.81013471,"2,259.76",0.00000018%,689.02,152859.2371,3014,0.2585680999,1.3E+03,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2017,2017,0.1416666667,0.1402777778,3651044408,512160396.1,"1,133.53","  16,259,138 ","  861,888 ",17.70432626,"2,219.72",0.00000018%,572.29,314985.6007,3015,0.2581475476,1.1E+03,98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2017,2017,0.1416666667,0.1403333333,3651044408,512363231.9,"1,133.53","  16,259,138 ","  850,838 ",17.93425595,"2,307.33",0.00000018%,579.96,306443.8231,3016,0.2577276793,1.1E+03,95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2017,2017,0.1416666667,0.1403888889,3651044408,512566067.7,"1,133.53","  16,259,138 ","  850,838 ",17.93425595,"2,307.33",0.00000018%,580.19,306189.6806,3017,0.2573084938,1.1E+03,95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2017,2017,0.1416666667,0.1404444444,3949088849,554627589.5,"1,184.03","  16,264,863 ","  856,563 ",17.8210726,"2,263.92",0.00000018%,623.83,313819.187,3018,0.2568899902,1.1E+03,90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2017,2017,0.1416666667,0.1405,3949088849,554846983.3,"1,184.03","  16,264,863 ","  844,388 ",18.07802993,"2,363.27",0.00000018%,633.08,303546.3854,3019,0.2564721672,1.2E+03,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2017,2017,0.1416666667,0.1405555556,3949088849,555066377.1,"1,184.03","  16,264,863 ","  844,388 ",18.07802993,"2,363.27",0.00000018%,633.33,303270.6114,3020,0.2560550239,1.2E+03,87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2017,2017,0.1416666667,0.1406111111,3526859224,495915594.2,"1,219.09","  16,270,563 ","  850,088 ",17.96351846,"2,318.64",0.00000018%,562.25,431432.5468,3021,0.2556385589,1.0E+03,117%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2017,2017,0.1416666667,0.1406666667,3526859224,496111530.8,"1,219.09","  16,270,563 ","  838,238 ",18.21746522,"2,418.38",0.00000017%,570.43,420761.7124,3022,0.2552227714,1.0E+03,114%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2017,2017,0.1416666667,0.1407222222,3526859224,496307467.4,"1,219.09","  16,270,563 ","  838,238 ",18.21746522,"2,418.38",0.00000017%,570.65,420469.4922,3023,0.2548076601,1.0E+03,114%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2017,2017,0.1416666667,0.1407777778,3909321047,550345529.7,"1,170.36","  16,275,763 ","  843,438 ",18.1113153,"2,376.35",0.00000017%,629.10,292962.8392,3024,0.254393224,1.1E+03,86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2017,2017,0.1416666667,0.1408333333,3909321047,550562714.2,"1,170.36","  16,275,763 ","  832,413 ",18.35119307,"2,472.03",0.00000017%,637.68,283744.4358,3025,0.253979462,1.2E+03,84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2017,2017,0.1416666667,0.1408888889,3909321047,550779898.7,"1,170.36","  16,275,763 ","  832,413 ",18.35119307,"2,472.03",0.00000017%,637.93,283476.5077,3026,0.2535663729,1.1E+03,83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2017,2017,0.1416666667,0.1409444444,3779873330,532752146.6,"1,176.97","  16,281,138 ","  837,788 ",18.23987288,"2,427.31",0.00000017%,613.31,317711.1112,3027,0.2531539557,1.1E+03,92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2017,2017,0.1416666667,0.141,3779873330,532962139.6,"1,176.97","  16,281,138 ","  825,613 ",18.50884949,"2,536.29",0.00000017%,622.60,307325.097,3028,0.2527422093,1.1E+03,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2017,2017,0.1416666667,0.1410555556,3779873330,533172132.6,"1,176.97","  16,281,138 ","  825,613 ",18.50884949,"2,536.29",0.00000017%,622.85,307053.1708,3029,0.2523311325,1.1E+03,89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2017,2017,0.1416666667,0.1411111111,4323553741,610101472.3,"1,236.63","  16,286,738 ","  831,213 ",18.39088981,"2,488.10",0.00000017%,708.17,279267.8116,3030,0.2519207244,1.3E+03,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2017,2017,0.1416666667,0.1411666667,4323553741,610341669.8,"1,236.63","  16,286,738 ","  820,263 ",18.63639689,"2,589.08",0.00000017%,717.91,269072.2697,3031,0.2515109838,1.3E+03,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2017,2017,0.1416666667,0.1412222222,4323553741,610581867.2,"1,236.63","  16,286,738 ","  820,263 ",18.63639689,"2,589.08",0.00000017%,718.19,268779.2408,3032,0.2511019096,1.3E+03,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/24/2017,2017,0.1416666667,0.1412777778,3210303377,453544527,"1,240.84","  16,292,013 ","  825,538 ",18.52370425,"2,542.40",0.00000017%,530.25,504936.318,3033,0.2506935008,9.4E+02,134%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/25/2017,2017,0.1416666667,0.1413333333,3210303377,453722877.2,"1,240.84","  16,292,013 ","  815,288 ",18.75658893,"2,639.50",0.00000017%,537.13,495209.3458,3034,0.2502857562,9.5E+02,131%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2017,2017,0.1416666667,0.1413888889,3210303377,453901227.4,"1,240.84","  16,292,013 ","  815,288 ",18.75658893,"2,639.50",0.00000017%,537.34,494912.2335,3035,0.2498786748,9.5E+02,131%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2017,2017,0.1416666667,0.1414444444,3814281634,539508946.6,"1,288.02","  16,297,613 ","  820,888 ",18.63545553,"2,588.69",0.00000017%,634.56,427010.0969,3036,0.2494722555,1.1E+03,103%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2017,2017,0.1416666667,0.1415,3814281634,539720851.2,"1,288.02","  16,297,613 ","  810,338 ",18.87807549,"2,691.12",0.00000017%,643.07,415955.4828,3037,0.2490664973,1.1E+03,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2017,2017,0.1416666667,0.1415555556,3814281634,539932755.7,"1,288.02","  16,297,613 ","  810,338 ",18.87807549,"2,691.12",0.00000017%,643.33,415629.8708,3038,0.248661399,1.1E+03,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2017,2017,0.1416666667,0.1416111111,3918071610,554842474.1,"1,333.00","  16,303,363 ","  816,088 ",18.75210991,"2,637.61",0.00000017%,656.68,457408.7162,3039,0.2482569595,1.2E+03,103%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2017,2017,0.1416666667,0.1416666667,3918071610,555060144.8,"1,333.00","  16,303,363 ","  804,638 ",19.01895263,"2,751.82",0.00000017%,666.29,444507.7292,3040,0.2478531779,1.2E+03,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2017,2017,0.1416666667,0.1416666667,3918071610,555060144.8,"1,333.00","  16,303,363 ","  804,638 ",19.01895263,"2,751.82",0.00000017%,666.29,444507.7292,3041,0.247450053,1.2E+03,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2017,2017,0.1416666667,0.1416666667,3425069222,485218139.8,"1,447.55","  16,308,863 ","  810,138 ",18.89662249,"2,699.06",0.00000017%,578.70,754896.3958,3042,0.2470475838,1.0E+03,150%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2017,2017,0.1416666667,0.1416666667,3425069222,485218139.8,"1,447.55","  16,308,863 ","  798,313 ",19.17652862,"2,820.78",0.00000017%,587.27,740074.3074,3043,0.2466457692,1.0E+03,146%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2017,2017,0.1416666667,0.1416666667,3425069222,485218139.8,"1,447.55","  16,308,863 ","  798,313 ",19.17652862,"2,820.78",0.00000017%,587.27,740074.3074,3044,0.2462446081,1.0E+03,146%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2017,2017,0.1416666667,0.1416666667,4359179010,617550359.7,"1,518.75","  16,314,675 ","  804,125 ",19.04514224,"2,763.20",0.00000017%,742.32,602845.136,3045,0.2458440995,1.3E+03,105%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2017,2017,0.1416666667,0.1416666667,4359179010,617550359.7,"1,518.75","  16,314,675 ","  792,175 ",19.33243917,"2,890.15",0.00000016%,753.52,585581.7054,3046,0.2454442424,1.3E+03,102%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2017,2017,0.1416666667,0.1416666667,4359179010,617550359.7,"1,518.75","  16,314,675 ","  792,175 ",19.33243917,"2,890.15",0.00000016%,753.52,585581.7054,3047,0.2450450355,1.3E+03,102%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2017,2017,0.1416666667,0.1416666667,4021861587,569763724.8,"1,651.10","  16,320,950 ","  798,450 ",19.18836496,"2,826.01",0.00000017%,690.03,923659.3454,3048,0.244646478,1.2E+03,139%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2017,2017,0.1416666667,0.1416666667,4021861587,569763724.8,"1,651.10","  16,320,950 ","  786,850 ",19.47124611,"2,952.85",0.00000016%,700.20,904209.5899,3049,0.2442485687,1.2E+03,136%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2017,2017,0.1416666667,0.1416666667,4021861587,569763724.8,"1,651.10","  16,320,950 ","  786,850 ",19.47124611,"2,952.85",0.00000016%,700.20,904209.5899,3050,0.2438513066,1.2E+03,136%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2017,2017,0.1416666667,0.1416666667,4286790827,607295367.1,"1,829.00","  16,326,413 ","  792,313 ",19.3438984,"2,895.29",0.00000016%,741.44,1182779.62,3051,0.2434546906,1.3E+03,147%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2017,2017,0.1416666667,0.1416666667,4286790827,607295367.1,"1,829.00","  16,326,413 ","  781,438 ",19.61310086,"3,017.86",0.00000016%,751.76,1160442.368,3052,0.2430587197,1.3E+03,143%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2017,2017,0.1416666667,0.1416666667,4286790827,607295367.1,"1,829.00","  16,326,413 ","  781,438 ",19.61310086,"3,017.86",0.00000016%,751.76,1160442.368,3053,0.2426633929,1.3E+03,143%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2017,2017,0.1416666667,0.1416666667,4732171692,670390989.7,"1,780.00","  16,332,563 ","  787,588 ",19.46775755,"2,951.26",0.00000016%,823.72,914477.063,3054,0.242268709,1.4E+03,116%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2017,2017,0.1416666667,0.1416666667,4732171692,670390989.7,"1,780.00","  16,332,563 ","  777,063 ",19.73144052,"3,072.81",0.00000016%,834.87,893263.2005,3055,0.2418746671,1.4E+03,113%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2017,2017,0.1416666667,0.1416666667,4732171692,670390989.7,"1,780.00","  16,332,563 ","  777,063 ",19.73144052,"3,072.81",0.00000016%,834.87,893263.2005,3056,0.241481266,1.4E+03,113%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/18/2017,2017,0.1416666667,0.1416666667,3952755178,559973650.2,"1,783.98","  16,337,925 ","  782,425 ",19.603061,"3,013.23",0.00000016%,692.83,1190612.636,3057,0.2410885048,1.2E+03,157%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2017,2017,0.1416666667,0.1416666667,3952755178,559973650.2,"1,783.98","  16,337,925 ","  771,875 ",19.87099595,"3,138.48",0.00000016%,702.30,1170036.797,3058,0.2406963825,1.2E+03,154%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2017,2017,0.1416666667,0.1416666667,3952755178,559973650.2,"1,783.98","  16,337,925 ","  771,875 ",19.87099595,"3,138.48",0.00000016%,702.30,1170036.797,3059,0.2403048979,1.2E+03,154%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2017,2017,0.1416666667,0.1416666667,4091936698,579691032.3,"2,008.84","  16,343,875 ","  777,825 ",19.7266416,"3,070.57",0.00000016%,721.74,1656613.903,3060,0.23991405,1.2E+03,178%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
