Date,Market Price ($),Av. Electricity Price ($/KWh),Block Rewards (BTC),Transaction Fees (USD),Difficulty,Hash rate TH/s,Efficency ( TH/kW),Efficency ( J/TH ),Google Trends,Unique Wallets
1/1/2010,0.01,0.11,50,0.00,1.08,0.00,0.0001,0.1,0,127
1/4/2010,0.01,0.1100165,50,0.00,1.16,0.00,0.0001,0.1,0,198
1/7/2010,0.01,0.1100330025,50,0.00,1.18,0.00,0.0001,0.1,0,153
1/10/2010,0.01,0.1100495074,50,0.00,1.18,0.00,0.0001,0.1,0,159
1/13/2010,0.01,0.1100660149,50,0.00,1.22,0.00,0.0001,0.1,0,146
1/16/2010,0.01,0.1100825248,50,0.00,1.27,0.00,0.0001,0.1,0,131
1/19/2010,0.01,0.1100990371,50,0.00,1.31,0.00,0.0001,0.1,0,158
1/22/2010,0.01,0.110115552,50,0.00,1.31,0.00,0.0001,0.1,0,163
1/25/2010,0.01,0.1101320693,50,0.00,1.31,0.00,0.0001,0.1,0,201
1/28/2010,0.01,0.1101485891,50,0.00,1.33,0.00,0.0001,0.1,0,199
1/31/2010,0.01,0.1101651114,50,0.00,1.34,0.00,0.0001,0.1,0,193
2/3/2010,0.01,0.1101816362,50,0.00,1.34,0.00,0.0001,0.1,0,234
2/6/2010,0.01,0.1101981634,50,0.00,1.48,0.00,0.0001,0.1,0,224
2/9/2010,0.01,0.1102146932,50,0.00,1.68,0.00,0.0001,0.1,0,171
2/12/2010,0.01,0.1102312254,50,0.00,1.82,0.00,0.0001,0.1,0,235
2/15/2010,0.01,0.11024776,50,0.00,1.92,0.00,0.0001,0.1,0,202
2/18/2010,0.01,0.1102642972,50,0.00,2.22,0.00,0.0001,0.1,0,197
2/21/2010,0.01,0.1102808369,50,0.00,2.53,0.00,0.0001,0.1,0,266
2/24/2010,0.01,0.110297379,50,0.00,2.71,0.00,0.0001,0.1,0,158
2/27/2010,0.01,0.1103139236,50,0.00,3.24,0.00,0.0001,0.1,0,159
3/2/2010,0.01,0.1103304707,50,0.00,3.78,0.00,0.0001,0.1,0,157
3/5/2010,0.01,0.1103470202,50,0.00,3.78,0.00,0.0001,0.1,0,182
3/8/2010,0.01,0.1103635723,50,0.00,3.89,0.00,0.0001,0.1,0,148
3/11/2010,0.01,0.1103801268,50,0.00,4.21,0.00,0.001,1,0,123
3/15/2010,0.01,0.1103966839,50,0.00,4.53,0.00,0.001,1,0,143
3/18/2010,0.01,0.1104132434,50,0.00,4.53,0.00,0.001,1,0,148
3/21/2010,0.01,0.1104298053,50,0.00,4.53,0.00,0.001,1,0,187
3/24/2010,0.01,0.1104463698,50,0.00,4.54,0.00,0.001,1,0,180
3/27/2010,0.01,0.1104629368,50,0.00,4.56,0.00,0.001,1,0,183
3/30/2010,0.01,0.1104795062,50,0.00,4.57,0.00,0.001,1,0,218
4/2/2010,0.01,0.1104960781,50,0.00,4.78,0.00,0.001,1,0.5,159
4/5/2010,0.01,0.1105126525,50,0.00,5.43,0.00,0.001,1,0.5,181
4/8/2010,0.01,0.1105292294,50,0.00,6.09,0.00,0.001,1,0.5,196
4/11/2010,0.01,0.1105458088,50,0.00,6.09,0.00,0.001,1,0.5,261
4/14/2010,0.01,0.1105623907,50,0.00,6.58,0.00,0.001,1,0.5,221
4/17/2010,0.01,0.1105789751,50,0.00,7.32,0.00,0.001,1,0.5,241
4/20/2010,0.01,0.1105955619,50,0.00,7.82,0.00,0.001,1,0.5,232
4/23/2010,0.01,0.1106121512,50,0.00,8.34,0.00,0.001,1,0.5,201
4/26/2010,0.01,0.1106287431,50,0.00,9.90,0.00,0.001,1,0.5,207
4/29/2010,0.01,0.1106453374,50,0.00,11.46,0.00,0.001,1,0.5,174
5/2/2010,0.01,0.1106619342,50,0.00,11.46,0.00,0.001,1,0.5,170
5/5/2010,0.01,0.1106785335,50,0.00,11.66,0.00,0.001,1,0.5,158
5/8/2010,0.01,0.1106951352,50,0.00,12.26,0.00,0.001,1,0.5,178
5/11/2010,0.01,0.1107117395,50,0.00,12.85,0.00,0.001,1,0.5,144
5/14/2010,0.01,0.1107283463,50,0.00,12.85,0.00,0.001,1,0.5,106
5/17/2010,0.01,0.1107449555,50,0.00,12.85,0.00,0.001,1,0.5,208
5/20/2010,0.01,0.1107615673,50,0.00,12.85,0.00,0.001,1,0.5,215
5/23/2010,0.01,0.1107781815,50,0.00,12.42,0.00,0.001,1,0.5,239
5/26/2010,0.01,0.1107947982,50,0.00,11.99,0.00,0.001,1,0.5,244
5/29/2010,0.01,0.1108114175,50,0.00,11.85,0.00,0.001,1,0.5,195
6/1/2010,0.01,0.1108280392,50,0.00,13.89,0.00,0.001,1,0,189
6/4/2010,0.01,0.1108446634,50,0.00,15.94,0.00,0.001,1,0,181
6/7/2010,0.01,0.1108612901,50,0.00,16.62,0.00,0.001,1,0,220
6/10/2010,0.01,0.1108779193,50,0.00,16.62,0.00,0.001,1,0,251
6/13/2010,0.01,0.110894551,50,0.00,16.73,0.00,0.001,1,0,255
6/16/2010,0.01,0.1109111851,50,0.00,17.05,0.00,0.001,1,0,204
6/19/2010,0.01,0.1109278218,50,0.00,17.38,0.00,0.001,1,0,232
6/22/2010,0.01,0.110944461,50,0.00,17.38,0.00,0.001,1,0,264
6/25/2010,0.01,0.1109611027,50,0.00,17.67,0.00,0.001,1,0,199
6/28/2010,0.01,0.1109777468,50,0.00,18.54,0.00,0.001,1,0,244
7/1/2010,0.01,0.1109943935,50,0.00,19.40,0.00,0.001,1,0,223
7/4/2010,0.01,0.1110110426,50,0.00,19.40,0.00,0.001,1,0.5,226
7/7/2010,0.01,0.1110276943,50,0.00,19.99,0.00,0.001,1,0.5,223
7/10/2010,0.01,0.1110443485,50,0.00,21.75,0.00,0.001,1,0.5,452
7/13/2010,0.01,0.1110610051,50,0.00,23.50,0.00,0.001,1,0.5,6548
7/16/2010,0.01,0.1110776643,50,0.00,32.88,0.00,0.001,1,0.5,519
7/19/2010,0.01,0.1110943259,50,0.00,100.61,0.00,0.001,1,0.5,524
7/22/2010,0.01,0.1111109901,50,0.00,162.09,0.00,0.001,1,0.5,743
7/25/2010,0.01,0.1111276567,50,0.00,181.54,0.00,0.001,1,0.5,511
7/28/2010,0.01,0.1111443258,50,0.00,190.50,0.00,0.001,1,0.5,374
7/31/2010,0.01,0.1111609975,50,0.00,217.35,0.00,0.001,1,0.5,431
8/3/2010,0.01,0.1111776716,50,0.00,244.21,0.00,0.001,1,0.5,634
8/6/2010,0.01,0.1111943483,50,0.00,244.21,0.00,0.001,1,0.5,437
8/9/2010,0.01,0.1112110275,50,0.00,290.48,0.00,0.001,1,0.5,451
8/12/2010,0.01,0.1112277091,50,0.00,336.74,0.00,0.001,1,0.5,440
8/15/2010,0.01,0.1112443933,50,0.00,352.16,0.00,0.001,1,0.5,365
8/18/2010,0.07,0.1112610799,50,0.02,420.57,0.00,0.001,1,0.5,458
8/21/2010,0.07,0.1112777691,50,0.02,488.97,0.00,0.001,1,0.5,415
8/24/2010,0.07,0.1112944607,50,0.01,511.77,0.00,0.001,1,0.5,388
8/27/2010,0.06,0.1113111549,50,0.01,511.77,0.01,0.001,1,0.5,291
8/30/2010,0.06,0.1113278516,50,0.01,559.61,0.01,0.001,1,0.5,431
9/2/2010,0.06,0.1113445508,50,0.01,607.44,0.01,0.001,1,0.5,307
9/5/2010,0.06,0.1113612525,50,0.00,623.39,0.01,0.001,1,0.5,290
9/8/2010,0.06,0.1113779566,50,0.00,623.39,0.01,0.001,1,0.5,394
9/11/2010,0.06,0.1113946633,50,0.00,661.74,0.01,0.001,1,0.5,512
9/14/2010,0.15,0.1114113725,50,0.00,700.10,0.01,0.001,1,0.5,425
9/17/2010,0.06,0.1114280842,50,0.00,712.88,0.01,0.001,1,0.5,389
9/20/2010,0.06,0.1114447984,50,0.00,742.16,0.01,0.001,1,0.5,845
9/23/2010,0.06,0.1114615152,50,0.00,830.00,0.01,0.001,1,0.5,602
9/26/2010,0.06,0.1114782344,50,0.00,917.83,0.01,0.001,1,0.5,492
9/29/2010,0.06,0.1114949561,50,0.01,917.83,0.01,0.001,1,0.5,672
10/2/2010,0.06,0.1115116804,50,0.02,"1,089.62",0.01,0.001,1,0.5,512
10/5/2010,0.06,0.1115284071,50,0.00,"1,261.41",0.01,0.001,1,0.5,407
10/8/2010,0.12,0.1115451364,50,0.00,"1,318.67",0.01,0.001,1,0.5,451
10/11/2010,0.10,0.1115618682,50,0.00,"1,318.67",0.01,0.001,1,0.5,457
10/14/2010,0.12,0.1115786024,50,0.01,"1,335.63",0.01,0.001,1,0.5,511
10/17/2010,0.10,0.1115953392,50,0.01,"1,361.07",0.01,0.001,1,0.5,1197
10/20/2010,0.11,0.1116120785,50,0.00,"1,378.03",0.02,0.001,1,0.5,764
10/23/2010,0.18,0.1116288203,50,0.00,"1,598.31",0.02,0.001,1,0.5,517
10/26/2010,0.19,0.1116455647,50,0.00,"1,928.74",0.02,0.001,1,0.5,644
10/29/2010,0.19,0.1116623115,50,0.00,"2,149.02",0.02,0.001,1,0.5,345
11/1/2010,0.21,0.1116790608,50,0.00,"2,283.70",0.02,0.001,1,0.5,407
11/4/2010,0.25,0.1116958127,50,0.00,"2,687.72",0.03,0.001,1,0.5,447
11/7/2010,0.36,0.1117125671,50,0.06,"3,091.74",0.03,0.001,1,0.5,446
11/9/2010,0.24,0.111729324,50,0.06,"3,298.11",0.04,0.001,1,0.5,315
11/12/2010,0.30,0.1117460834,50,0.06,"3,917.23",0.04,0.001,1,0.5,4210
11/15/2010,0.28,0.1117628453,50,0.02,"4,536.35",0.05,0.001,1,0.5,469
11/18/2010,0.29,0.1117796097,50,0.06,"4,536.35",0.05,0.001,1,0.5,578
11/21/2010,0.29,0.1117963766,50,0.13,"5,535.16",0.05,0.001,1,0.5,621
11/24/2010,0.29,0.1118131461,50,0.15,"6,533.96",0.05,0.001,1,0.5,564
11/27/2010,0.28,0.1118299181,50,0.04,"6,866.90",0.06,0.001,1,0.5,577
11/30/2010,0.25,0.1118466926,50,0.02,"7,039.94",0.07,0.001,1,0.5,481
12/3/2010,0.23,0.1118634696,50,0.01,"7,559.07",0.07,0.001,1,0.5,564
12/6/2010,0.25,0.1118802491,50,0.01,"8,078.20",0.08,0.001,1,0.5,599
12/9/2010,0.23,0.1118970311,50,0.01,"8,078.20",0.09,0.001,1,0.5,979
12/12/2010,0.23,0.1119138157,50,0.03,"9,866.97",0.10,0.001,1,0.5,895
12/15/2010,0.25,0.1119306027,50,0.03,"11,655.74",0.10,0.001,1,0.5,688
12/18/2010,0.27,0.1119473923,50,0.03,"12,252.00",0.10,0.001,1,0.5,846
12/21/2010,0.25,0.1119641844,50,0.03,"12,252.00",0.11,0.001,1,0.5,711
12/24/2010,0.27,0.1119809791,50,0.02,"13,208.64",0.11,0.001,1,0.5,701
12/27/2010,0.30,0.1119977762,50,0.02,"14,165.28",0.11,0.001,1,0.5,797
12/30/2010,0.30,0.1120145759,50,0.03,"14,484.16",0.12,0.001,1,0.5,1023
1/2/2011,0.30,0.1120313781,50,0.05,"14,484.16",0.12,0.001,1,0.5,842
1/5/2011,0.32,0.1120481828,50,0.05,"15,265.56",0.12,0.001,1,0.5,1132
1/8/2011,0.33,0.11206499,50,0.02,"16,046.96",0.13,0.001,1,0.5,1039
1/11/2011,0.42,0.1120817998,50,0.03,"16,307.42",0.13,0.001,1,0.5,1171
1/14/2011,0.40,0.112098612,50,0.04,"16,307.42",0.14,0.001,1,0.5,1126
1/17/2011,0.35,0.1121154268,50,0.03,"17,220.37",0.15,0.001,1,0.5,1520
1/20/2011,0.43,0.1121322441,50,0.06,"18,133.33",0.15,0.001,1,0.5,1673
1/23/2011,0.43,0.112149064,50,0.09,"18,437.64",0.16,0.001,1,0.5,1119
1/26/2011,0.45,0.1121658863,50,0.12,"18,437.64",0.16,0.001,1,0.5,2852
1/29/2011,0.61,0.1121827112,50,0.32,"19,969.67",0.17,0.001,1,0.5,1127
2/1/2011,0.78,0.1121995386,50,0.38,"21,501.70",0.18,0.001,1,0.5,1055
2/4/2011,0.92,0.1122163685,50,0.22,"22,012.38",0.18,0.001,1,0.5,1092
2/7/2011,0.97,0.112233201,50,0.16,"22,012.38",0.19,0.001,1,0.5,3680
2/10/2011,1.09,0.112250036,50,0.40,"23,720.45",0.22,0.001,1,0.5,2829
2/13/2011,1.08,0.1122668735,50,0.81,"25,428.52",0.24,0.001,1,0.5,3147
2/16/2011,1.04,0.1122837135,50,0.80,"25,997.88",0.26,0.001,1,0.5,2752
2/19/2011,0.88,0.1123005561,50,0.39,"28,987.02",0.30,0.001,1,0.5,3287
2/22/2011,0.96,0.1123174012,50,0.35,"33,470.74",0.34,0.001,1,0.5,3122
2/25/2011,0.96,0.1123342488,50,0.45,"36,459.89",0.37,0.001,1,0.5,2979
2/28/2011,0.95,0.1123510989,50,0.50,"41,925.50",0.47,0.001,1,0.5,2923
3/3/2011,0.92,0.1123679516,50,1.72,"50,123.91",0.49,0.001,1,0.5,3483
3/6/2011,0.90,0.1123848068,50,3.42,"55,589.52",0.55,0.001,1,0.5,2579
3/9/2011,0.93,0.1124016645,50,3.84,"58,532.82",0.62,0.001,1,0.5,2161
3/12/2011,0.90,0.1124185247,50,2.74,"67,362.72",0.57,0.001,1,0.5,2782
3/16/2011,0.87,0.1124353875,50,2.16,"76,192.62",0.48,0.001,1,0.5,4021
3/19/2011,0.79,0.1124522528,50,1.61,"76,192.62",0.48,0.001,1,0.5,6112
3/22/2011,0.86,0.1124691207,50,5.30,"76,192.62",0.49,0.001,1,0.5,4144
3/25/2011,0.90,0.112485991,50,7.10,"76,192.62",0.52,0.001,1,0.5,3966
3/28/2011,0.80,0.1125028639,50,6.32,"74,131.24",0.55,0.001,1,0.5,2714
3/31/2011,0.80,0.1125197394,50,3.82,"71,039.17",0.55,0.001,1,0.5,3829
4/3/2011,0.77,0.1125366173,50,3.80,"68,977.78",0.58,0.001,1,0.5,2792
4/6/2011,0.78,0.1125534978,50,3.87,"68,977.78",0.62,0.001,1,0.5,2907
4/9/2011,0.76,0.1125703808,50,4.04,"74,706.87",0.63,0.001,1,0.5,3658
4/12/2011,0.99,0.1125872664,50,3.40,"80,435.95",0.65,0.001,1,0.5,3277
4/15/2011,1.09,0.1126041545,50,5.09,"82,345.64",0.68,0.001,1,0.5,5303
4/18/2011,1.19,0.1126210451,50,5.31,"82,345.64",0.68,0.001,1,0.5,3411
4/21/2011,1.38,0.1126379383,50,5.12,"86,632.19",0.67,0.001,1,0.5,4239
4/24/2011,1.71,0.112654834,50,8.69,"90,918.74",0.73,0.001,1,0.5,5070
4/27/2011,2.66,0.1126717322,50,11.53,"92,347.59",0.78,0.001,1,0.5,6246
4/30/2011,3.95,0.1126886329,50,22.10,"92,347.59",0.83,0.001,1,0.5,5060
5/3/2011,3.56,0.1127055362,50,24.46,"99,771.54",0.92,0.001,1,1,6034
5/6/2011,3.75,0.1127224421,50,27.37,"107,195.48",1.05,0.001,1,1,5567
5/9/2011,5.41,0.1127393504,50,30.57,"109,670.13",1.11,0.001,1,1,7459
5/12/2011,8.56,0.1127562613,50,41.93,"123,311.92",1.29,0.001,1,1,9982
5/15/2011,8.47,0.1127731748,50,82.80,"143,774.61",1.47,0.001,1,1,10305
5/18/2011,7.28,0.1127900907,50,123.28,"157,416.40",1.69,0.001,1,1,9506
5/21/2011,6.81,0.1128070093,50,132.82,"182,186.71",2.09,0.001,1,1,12714
5/24/2011,7.95,0.1128239303,50,136.46,"219,342.18",2.60,0.001,1,1,9810
5/27/2011,8.68,0.1128408539,50,139.81,"244,112.49",3.25,0.001,1,1,11804
5/30/2011,9.47,0.11285778,50,149.38,"325,868.73",3.67,0.001,1,1,14972
6/2/2011,15.05,0.1128747087,50,193.71,"407,624.97",3.66,0.001,1,1,17873
6/5/2011,19.19,0.1128916399,50,344.73,"434,877.05",3.90,0.001,1,3,22685
6/8/2011,32.34,0.1129085737,50,669.74,"472,703.47",4.76,0.001,1,3,23112
6/11/2011,24.87,0.1129255099,50,"1,028.65","529,443.11",5.50,0.001,1,3,23970
6/14/2011,19.99,0.1129424488,50,"1,100.88","567,269.53",6.06,0.001,1,3,22951
6/17/2011,17.60,0.1129593901,50,810.74,"655,750.95",7.71,0.001,1,3,21761
6/20/2011,15.39,0.112976334,50,536.12,"788,473.08",8.64,0.001,1,3,21877
6/23/2011,16.95,0.1129932805,50,347.54,"876,954.49",9.56,0.001,1,3,25710
6/26/2011,17.89,0.1130102295,50,339.38,"1,020,451.01",11.24,0.001,1,3,20208
6/29/2011,17.38,0.113027181,50,369.30,"1,235,695.78",11.58,0.001,1,3,19736
7/2/2011,15.74,0.1130441351,50,324.40,"1,379,192.29",11.33,0.001,1,2,22736
7/5/2011,16.44,0.1130610917,50,272.34,"1,379,192.29",11.66,0.001,1,1,19626
7/8/2011,15.16,0.1130780509,50,238.46,"1,405,454.53",11.17,0.001,1,1,19827
7/11/2011,14.52,0.1130950126,50,217.02,"1,484,241.26",11.11,0.001,1,1,21625
7/14/2011,14.25,0.1131119768,50,208.51,"1,563,028.00",11.78,0.001,1,1,21575
7/17/2011,13.93,0.1131289436,50,193.41,"1,563,028.00",12.14,0.001,1,1,21517
7/20/2011,13.94,0.113145913,50,177.35,"1,563,028.00",12.69,0.001,1,1,23494
7/23/2011,14.16,0.1131628849,50,159.78,"1,617,828.49",12.45,0.001,1,1,22503
7/26/2011,14.10,0.1131798593,50,139.98,"1,672,628.97",12.86,0.001,1,1,21881
7/29/2011,14.06,0.1131968363,50,120.44,"1,690,895.80",13.65,0.001,1,1,15066
8/1/2011,13.37,0.1132138158,50,103.24,"1,690,895.80",13.86,0.001,1,1,17405
8/4/2011,11.42,0.1132307979,50,96.52,"1,775,706.19",14.23,0.001,1,1,20710
8/7/2011,9.66,0.1132477825,50,116.91,"1,860,516.58",13.77,0.001,1,1,14112
8/10/2011,10.35,0.1132647697,50,117.77,"1,888,786.71",12.68,0.001,1,1,16081
8/13/2011,11.40,0.1132817594,50,93.52,"1,888,786.71",12.78,0.001,1,1,18093
8/16/2011,11.39,0.1132987516,50,92.83,"1,888,786.71",12.94,0.001,1,1,20093
8/19/2011,11.75,0.1133157464,50,95.40,"1,865,047.89",12.61,0.001,1,1,19095
8/22/2011,11.47,0.1133327438,50,82.50,"1,829,439.66",12.86,0.001,1,1,16982
8/25/2011,10.01,0.1133497437,50,79.96,"1,805,700.84",13.59,0.001,1,1,15081
8/28/2011,9.40,0.1133667462,50,66.00,"1,805,700.84",13.27,0.001,1,1,13795
8/31/2011,8.46,0.1133837512,50,55.92,"1,805,700.84",12.03,0.001,1,1,15423
9/3/2011,8.56,0.1134007588,50,60.96,"1,793,732.40",12.29,0.001,1,1,13070
9/6/2011,7.53,0.1134177689,50,59.86,"1,781,763.96",12.87,0.001,1,1,12860
9/9/2011,6.49,0.1134347815,50,58.82,"1,777,774.48",12.70,0.001,1,1,12408
9/12/2011,6.19,0.1134517968,50,44.23,"1,777,774.48",12.59,0.001,1,1,10988
9/15/2011,5.18,0.1134688145,50,34.82,"1,774,581.75",12.15,0.001,1,1,18674
9/18/2011,5.89,0.1134858348,50,30.84,"1,765,003.53",11.94,0.001,1,1,17920
9/21/2011,5.80,0.1135028577,50,30.21,"1,755,425.32",12.18,0.001,1,1,16396
9/24/2011,5.49,0.1135198832,50,30.47,"1,755,425.32",12.25,0.001,1,1,11283
9/27/2011,4.95,0.1135369111,50,24.76,"1,755,425.32",12.14,0.001,1,1,11909
9/30/2011,5.27,0.1135539417,50,19.98,"1,745,983.76",11.66,0.001,1,1,11840
10/3/2011,5.03,0.1135709748,50,23.22,"1,717,659.08",11.35,0.001,1,0.5,10536
10/6/2011,4.79,0.1135880104,50,28.07,"1,689,334.41",11.05,0.001,1,0.5,11384
10/9/2011,4.23,0.1136050486,50,22.06,"1,689,334.41",11.01,0.001,1,0.5,10932
10/12/2011,4.37,0.1136220894,50,18.71,"1,689,334.41",10.49,0.001,1,0.5,9916
10/15/2011,3.87,0.1136391327,50,17.12,"1,689,334.41",9.83,0.001,1,0.5,10025
10/18/2011,2.59,0.1136561786,50,14.36,"1,594,560.56",9.32,0.001,1,0.5,11426
10/21/2011,3.31,0.113673227,50,11.71,"1,499,786.71",9.30,0.001,1,0.5,9205
10/24/2011,3.00,0.113690278,50,10.15,"1,468,195.43",8.47,0.001,1,0.5,9209
10/27/2011,3.39,0.1137073315,50,9.40,"1,468,195.43",8.36,0.001,1,0.5,10787
10/30/2011,3.38,0.1137243876,50,10.23,"1,468,195.43",8.37,0.001,1,0.5,11062
11/2/2011,3.28,0.1137414463,50,11.85,"1,430,376.36",8.33,0.001,1,0.5,11275
11/5/2011,3.04,0.1137585075,50,11.54,"1,316,919.14",8.53,0.001,1,0.5,9129
11/7/2011,3.09,0.1137755713,50,12.25,"1,203,461.93",8.51,0.001,1,0.5,10912
11/10/2011,3.11,0.1137926376,50,11.35,"1,203,461.93",8.73,0.001,1,0.5,9659
11/13/2011,2.67,0.1138097065,50,9.90,"1,203,461.93",8.41,0.001,1,0.5,8506
11/16/2011,2.37,0.1138267779,50,9.05,"1,200,329.31",8.45,0.001,1,0.5,8817
11/19/2011,2.30,0.113843852,50,8.52,"1,195,630.37",8.44,0.001,1,0.5,7999
11/22/2011,2.48,0.1138609285,50,9.32,"1,192,497.75",7.93,0.001,1,0.5,11231
11/25/2011,2.51,0.1138780077,50,9.29,"1,192,497.75",7.62,0.001,1,0.5,10573
11/28/2011,3.00,0.1138950894,50,9.84,"1,192,497.75",7.39,0.001,1,0.5,10376
12/1/2011,3.10,0.1139121736,50,13.63,"1,163,417.16",7.93,0.01,10,0.5,9560
12/4/2011,3.06,0.1139292605,50,14.94,"1,119,796.27",8.23,0.01,10,0.5,8796
12/7/2011,3.04,0.1139463499,50,12.24,"1,090,715.68",8.48,0.01,10,0.5,9481
12/10/2011,3.33,0.1139634418,50,229.75,"1,090,715.68",8.25,0.01,10,0.5,7831
12/13/2011,3.20,0.1139805363,50,232.00,"1,099,904.63",7.94,0.01,10,0.5,10326
12/16/2011,3.36,0.1139976334,50,97.49,"1,127,471.48",7.64,0.01,10,0.5,9532
12/19/2011,4.08,0.114014733,50,17.61,"1,155,038.33",7.91,0.01,10,0.5,9349
12/22/2011,4.06,0.1140318353,50,17.36,"1,155,038.33",8.17,0.01,10,0.5,8976
12/25/2011,4.09,0.11404894,50,17.32,"1,155,038.33",8.51,0.01,10,0.5,8531
12/28/2011,4.47,0.1140660474,50,15.45,"1,156,435.81",8.84,0.01,10,0.5,9542
12/31/2011,5.45,0.1140831573,50,19.62,"1,158,532.02",8.92,0.01,10,0.5,9897
1/3/2012,6.60,0.1141002698,50,34.81,"1,159,929.50",8.58,0.01,10,0.5,11358
1/6/2012,7.20,0.1141173848,50,42.57,"1,159,929.50",9.02,0.01,10,0.5,11166
1/9/2012,7.10,0.1141345024,50,41.43,"1,172,904.96",9.46,0.01,10,0.5,11532
1/12/2012,6.81,0.1141516226,50,123.73,"1,211,831.35",9.77,0.01,10,0.5,11554
1/15/2012,6.97,0.1141687453,50,176.34,"1,250,757.74",9.39,0.01,10,0.5,8947
1/18/2012,6.57,0.1141858706,50,143.39,"1,250,757.74",9.38,0.01,10,0.5,12953
1/21/2012,6.47,0.1142029985,50,83.27,"1,250,757.74",9.41,0.01,10,0.5,10203
1/24/2012,6.08,0.114220129,50,63.58,"1,275,173.72",9.33,0.01,10,0.5,11903
1/27/2012,5.72,0.114237262,50,242.42,"1,299,589.70",9.58,0.01,10,0.5,12425
1/30/2012,5.77,0.1142543976,50,251.76,"1,307,728.36",9.69,0.01,10,0.5,10597
2/2/2012,5.99,0.1142715357,50,239.47,"1,307,728.36",10.02,0.01,10,0.5,12023
2/5/2012,5.74,0.1142886765,50,41.45,"1,328,276.67",10.20,0.01,10,0.5,11267
2/8/2012,5.94,0.1143058198,50,35.17,"1,359,099.13",10.08,0.01,10,0.5,14247
2/11/2012,5.69,0.1143229656,50,31.19,"1,379,647.44",9.68,0.01,10,0.5,11467
2/14/2012,4.74,0.1143401141,50,40.16,"1,379,647.44",9.84,0.01,10,0.5,11225
2/17/2012,4.38,0.1143572651,50,36.23,"1,379,647.44",9.74,0.01,10,0.5,12250
2/20/2012,4.63,0.1143744187,50,21.00,"1,378,691.68",10.05,0.01,10,0.5,11537
2/23/2012,5.05,0.1143915749,50,18.00,"1,377,258.03",10.49,0.01,10,0.5,11932
2/26/2012,4.98,0.1144087336,50,21.36,"1,376,302.27",10.39,0.01,10,0.5,12059
2/29/2012,4.94,0.1144258949,50,23.42,"1,376,302.27",11.01,0.01,10,0.5,11938
3/3/2012,5.04,0.1144430588,50,22.73,"1,410,781.22",10.52,0.01,10,0.5,10033
3/6/2012,4.99,0.1144602252,50,22.46,"1,462,499.64",10.38,0.01,10,0.5,12963
3/9/2012,4.98,0.1144773943,50,22.76,"1,496,978.60",10.63,0.01,10,0.5,12250
3/13/2012,5.45,0.1144945659,50,28.40,"1,496,978.60",11.63,0.01,10,0.5,11570
3/16/2012,5.40,0.1145117401,50,31.23,"1,496,978.60",11.27,0.01,10,0.5,12135
3/19/2012,4.95,0.1145289168,50,28.44,"1,497,542.50",11.26,0.01,10,0.5,10624
3/22/2012,4.81,0.1145460962,50,23.18,"1,498,106.40",11.36,0.01,10,0.5,12531
3/25/2012,4.74,0.1145632781,50,32.72,"1,498,294.36",11.51,0.01,10,0.5,10981
3/28/2012,4.85,0.1145804626,50,32.20,"1,498,294.36",11.57,0.01,10,0.5,13314
3/31/2012,4.97,0.1145976496,50,22.73,"1,534,939.83",11.83,0.01,10,0.5,11820
4/3/2012,4.96,0.1146148393,50,24.78,"1,589,908.02",11.69,0.01,10,0.5,13537
4/6/2012,4.94,0.1146320315,50,25.11,"1,626,553.48",11.30,0.01,10,0.5,12315
4/9/2012,4.90,0.1146492263,50,25.85,"1,626,553.48",10.58,0.01,10,0.5,14672
4/12/2012,4.97,0.1146664237,50,26.35,"1,626,553.48",11.05,0.01,10,0.5,13400
4/15/2012,4.99,0.1146836237,50,29.03,"1,612,656.34",11.23,0.01,10,0.5,11365
4/18/2012,5.19,0.1147008262,50,28.63,"1,591,810.63",10.54,0.01,10,0.5,13544
4/21/2012,5.30,0.1147180313,50,35.58,"1,577,913.49",10.73,0.01,10,0.5,12431
4/24/2012,5.16,0.114735239,50,34.65,"1,577,913.49",11.42,0.01,10,0.5,15590
4/27/2012,5.09,0.1147524493,50,37.38,"1,577,913.49",11.36,0.01,10,0.5,17784
4/30/2012,5.04,0.1147696622,50,37.26,"1,558,106.68",11.17,0.01,10,0.5,20276
5/3/2012,5.15,0.1147868776,50,41.40,"1,528,396.48",11.97,0.01,10,0.5,16147
5/6/2012,5.10,0.1148040957,50,51.16,"1,508,589.67",12.27,0.01,10,0.5,17073
5/9/2012,5.10,0.1148213163,50,59.76,"1,508,589.67",12.43,0.01,10,0.5,20227
5/12/2012,5.01,0.1148385395,50,65.98,"1,604,854.46",12.64,0.01,10,0.5,26811
5/15/2012,5.10,0.1148557653,50,79.87,"1,701,119.25",12.37,0.01,10,0.5,22280
5/18/2012,5.14,0.1148729936,50,102.17,"1,733,207.51",11.03,0.01,10,0.5,24344
5/21/2012,5.13,0.1148902246,50,95.22,"1,733,207.51",11.52,0.01,10,0.5,24094
5/24/2012,5.15,0.1149074581,50,109.61,"1,733,207.51",11.32,0.01,10,0.5,22548
5/27/2012,5.16,0.1149246942,50,97.63,"1,692,598.21",10.80,0.01,10,0.5,26003
5/30/2012,5.21,0.1149419329,50,95.37,"1,631,684.26",10.94,0.01,10,0.5,19044
6/2/2012,5.27,0.1149591742,50,87.95,"1,591,074.96",11.19,0.01,10,0.5,25160
